date,platform,extraction_run,official_dau,model_dau,interval_id,model_dau_scaled
2023-12-19,TOTAL,1,169661.1,72727.24921009551,1,142311.59760795205
2023-12-22,TOTAL,1,166334.4,78724.54396456815,1,154047.0146229588
2023-12-25,TOTAL,1,166334.4,76364.01469791147,1,149427.966126187
2023-12-27,TOTAL,1,166334.4,72830.92446351101,1,142514.46779905946
2023-12-30,TOTAL,1,158017.8,88545.08376847325,1,173263.7005837997
2024-01-02,TOTAL,1,158017.8,87625.45882288789,1,171464.19219282083
2024-01-04,TOTAL,1,159681.1,83280.92853280064,1,162962.88005529766
2024-01-07,TOTAL,1,177977.8,74674.97881839161,1,146122.8858840175
2024-01-10,TOTAL,1,182967.8,69883.06512996418,1,136746.1405786986
2024-01-12,TOTAL,1,176314.5,95260.22187526675,1,186403.78277465983
2024-01-15,TOTAL,1,179641.1,90905.52968796919,1,177882.58598808924
2024-01-18,TOTAL,1,186294.5,81796.33320937306,1,160057.84604709616
2024-01-20,TOTAL,1,179641.1,77513.74242141584,1,151677.73620443366
2024-01-23,TOTAL,1,176314.5,73061.05073832377,1,142964.77546469885
2024-01-26,TOTAL,1,182967.8,69736.69221122088,1,136459.72023227904
2024-01-28,TOTAL,1,186294.5,67901.03172001363,1,132867.72713468724
2024-01-31,TOTAL,1,187957.8,65542.54600194452,1,128252.67742334242
2024-02-03,TOTAL,1,182967.8,84909.01926536753,1,166148.70374200097
2024-02-05,TOTAL,1,179641.1,82239.193897085,1,160924.42924212365
2024-02-08,TOTAL,1,189621.2,75537.87357547125,1,147811.3854874163
2024-02-11,TOTAL,1,181304.5,71122.21136160976,1,139170.8834613275
2024-02-13,TOTAL,1,182967.8,69027.8702187314,1,135072.7079189242
2024-02-16,TOTAL,1,184631.2,66500.24384236174,1,130126.68628763674
2024-02-19,TOTAL,1,186294.5,64438.568504533076,1,126092.43070582954
2024-02-21,TOTAL,1,181304.5,63244.05030046902,1,123755.01528260822
2024-02-24,TOTAL,1,182967.8,116552.15802217473,1,228067.52617405076
2024-02-27,TOTAL,1,181304.5,108513.43448217705,1,212337.47172910802
2024-02-29,TOTAL,1,182967.8,97390.67427471081,1,190572.620285848
2024-03-03,TOTAL,1,179641.1,88534.59354448199,1,173243.17346979943
2024-03-06,TOTAL,1,179641.1,83041.32483443197,1,162494.02710845906
2024-03-08,TOTAL,1,182967.8,80239.69751130274,1,157011.8445072056
