date,model_dau
2025-09-06,340612.3390922082
2025-09-07,332574.95027409587
2025-09-08,325559.8460056509
2025-09-09,319321.37166470056
2025-09-10,313698.154750191
2025-09-11,308576.91788497893
2025-09-12,303874.40181469044
2025-09-13,299527.2792543574
2025-09-14,295486.0788763031
2025-09-15,291711.3110939594
2025-09-16,288170.88637283305
2025-09-17,284838.332796074
2025-09-18,281691.5289534599
2025-09-19,278711.78073544975
2025-09-20,275883.1343858723
2025-09-21,273191.8559362468
2025-09-22,270626.03035789414
2025-09-23,268175.2484943763
2025-09-24,265830.35943964566
2025-09-25,495006.5672746176
2025-09-26,524225.7532911403
2025-09-27,526983.4812539882
2025-09-28,518269.4969586985
2025-09-29,504496.8749401417
2025-09-30,488849.3066539656
2025-10-01,472967.7982927868
2025-10-02,457683.5403225868
2025-10-03,443385.48103967635
2025-10-04,430218.8243732718
2025-10-05,418196.4826694849
2025-10-06,407262.79234078765
2025-10-07,397330.03481880703
2025-10-08,388299.12274018
2025-10-09,377894.7673796083
2025-10-10,370081.1368785009
2025-10-11,363142.0772981553
2025-10-12,356861.40079568536
2025-10-13,351112.8748554455
2025-10-14,345809.2831656199
2025-10-15,340885.6842049748
2025-10-16,336291.5788579548
2025-10-17,331986.54243020917
2025-10-18,327937.52072404936
2025-10-19,324117.03728644794
2025-10-20,320501.9457223003
2025-10-21,317072.5293806086
2025-10-22,313811.8331713155
2025-10-23,310705.1563185669
2025-10-24,307739.66002595774
2025-10-25,304904.05919754383
2025-10-26,302188.3769008492
2025-10-27,299583.7464776584
2025-10-28,297082.2503840911
2025-10-29,294676.78771645203
2025-10-30,292360.9644021606
2025-10-31,290129.00148541207
2025-11-01,287975.65799451066
2025-11-02,285896.1656600295
2025-11-03,283886.1733393285
2025-11-04,281941.699447799
2025-11-05,280059.0910383309
2025-11-06,374760.7206093961
2025-11-07,386078.6899002412
2025-11-08,386377.12277031934
2025-11-09,381907.9356430475
2025-11-10,375345.70252929366
2025-11-11,368018.0005105905
2025-11-12,360608.93475727865
2025-11-13,344104.533175618
2025-11-14,336118.18734881456
2025-11-15,329692.50900858326
2025-11-16,324225.98162466683
2025-11-17,319435.4079463361
2025-11-18,315154.86224685644
2025-11-19,311276.09641014074
2025-11-20,307723.63973274035
2025-11-21,304442.38661408226
2025-11-22,301390.68868869037
2025-11-23,298536.2055964041
2025-11-24,295853.2679038852
2025-11-25,293321.1259902591
2025-11-26,290922.7455753997
2025-11-27,288643.9548356141
2025-11-28,286472.8255271672
2025-11-29,284399.21440913074
2025-11-30,282414.41721111373
2025-12-01,280510.9033226064
2025-12-02,278682.10947301064
2025-12-03,276922.27724216116
2025-12-04,275226.3236228953
2025-12-05,273589.73684190406
2025-12-06,272008.49171699776
2025-12-07,270478.98029187886
2025-12-08,268997.95453852904
2025-12-09,267562.47868011537
2025-12-10,266169.8892491476
2025-12-11,264817.76141430886
2025-12-12,263503.88042481046
2025-12-13,262226.2172611478
2025-12-14,260982.90776549059
2025-12-15,259772.2346677803
2025-12-16,258592.61203516932
2025-12-17,257442.57176024406
2025-12-18,256320.75177307063
2025-12-19,255225.88571764383
2025-12-20,254156.79387791536
2025-12-21,253112.37517461105
2025-12-22,252091.6000833173
2025-12-23,251093.5043482231
2025-12-24,250117.1833855359
2025-12-25,249161.78728677685
2025-12-26,248226.5163455805
2025-12-27,247310.61704279418
2025-12-28,246413.37843400496
2025-12-29,245534.1288914589
2025-12-30,244672.23315893594
2025-12-31,306271.5143055866
2026-01-01,313908.5766942369
2026-01-02,314398.52764154744
2026-01-03,311787.0562920841
2026-01-04,307805.49864901573
2026-01-05,303313.7026723649
2026-01-06,298755.1614957007
2026-01-07,288299.41610224964
2026-01-08,356429.97854691744
2026-01-09,362379.267564034
2026-01-10,360554.34661075345
2026-01-11,355508.53263432963
2026-01-12,349162.0921248729
2026-01-13,342452.50019844284
2026-01-14,444171.82430864085
2026-01-15,445505.3565384969
2026-01-16,440974.6024424465
2026-01-17,432311.1528476515
2026-01-18,422048.70937934576
2026-01-19,411453.2944705995
2026-01-20,401159.7597857057
2026-01-21,380965.0933441081
2026-01-22,370573.4443429746
2026-01-23,362132.10305725865
2026-01-24,354931.8228035757
2026-01-25,348628.20535983576
2026-01-26,343013.96935224795
2026-01-27,337950.655458275
2026-01-28,333339.6988982666
2026-01-29,329107.7973204385
2026-01-30,325198.6446641735
2026-01-31,321567.89120236924
2026-02-01,318179.8928100229
2026-02-02,315005.5211499508
2026-02-03,312020.63638239057
2026-02-04,309204.9911386949
2026-02-05,306541.42495741404
2026-02-06,304015.26002240565
2026-02-07,301613.8398511829
2026-02-08,299326.1716553136
2026-02-09,297142.6452828552
2026-02-10,295054.80965742643
2026-02-11,293055.1930131219
2026-02-12,291137.1569241701
2026-02-13,289294.7767186518
2026-02-14,287522.7427102951
2026-02-15,285816.2780162429
2026-02-16,284171.06970667833
2026-02-17,282583.2107583753
2026-02-18,281049.1508297525
2026-02-19,386258.03731370595
2026-02-20,399287.17385586724
2026-02-21,400122.94776076864
2026-02-22,395676.2033673836
2026-02-23,388903.64179861045
2026-02-24,381273.07913135714
2026-02-25,373541.07071121584
2026-02-26,355744.62227592256
2026-02-27,347352.6375864665
2026-02-28,340675.28931517503
2026-03-01,335048.0456129881
2026-03-02,330158.2079672251
2026-03-03,325822.6883697308
2026-03-04,321922.1390830787
2026-03-05,502584.44728469744
2026-03-06,524301.7134463285
2026-03-07,525134.306585849
2026-03-08,516983.0345903192
2026-03-09,504928.6539962649
2026-03-10,491486.3910293512
2026-03-11,477947.25794690684
2026-03-12,447097.2061180398
2026-03-13,533381.9484917326
2026-03-14,535504.9563595648
2026-03-15,527914.5609159941
2026-03-16,516599.2880914037
2026-03-17,504034.8621083603
2026-03-18,491400.3962384345
2026-03-19,479265.7399767063
2026-03-20,458108.2545699743
2026-03-21,446249.1567452537
2026-03-22,436358.2688272145
2026-03-23,427758.36269827705
2026-03-24,420114.2837606685
2026-03-25,413220.58710832935
2026-03-26,406937.62856185064
2026-03-27,401164.351559369
2026-03-28,395824.42969291296
2026-03-29,390858.3773894749
2026-03-30,386218.6988947374
2026-03-31,381866.73144173925
2026-04-01,377770.4991462344
2026-04-02,373903.20229172695
2026-04-03,370242.1231327094
2026-04-04,366767.81428036455
2026-04-05,363463.4843929284
2026-04-06,360314.5250361336
2026-04-07,357308.14069988206
2026-04-08,354433.0555904515
2026-04-09,351679.2784951889
2026-04-10,349037.9122077495
2026-04-11,346500.99758750154
2026-04-12,344061.38485077827
2026-04-13,341712.6264989299
2026-04-14,339448.88760217885
2026-04-15,337264.8701270588
2026-04-16,449409.2242745431
2026-04-17,462860.72780833964
2026-04-18,463273.1203552972
2026-04-19,458045.9632131717
2026-04-20,450344.5351038303
2026-04-21,441739.7898340053
2026-04-22,433041.0817580791
2026-04-23,413578.6012388207
2026-04-24,404200.27551648894
2026-04-25,396670.66087482625
2026-04-26,390277.523623875
2026-04-27,384685.43797546206
2026-04-28,379697.8111164938
2026-04-29,375186.3416893636
2026-04-30,492072.7612538184
2026-05-01,504675.60202966846
2026-05-02,503669.61387563864
2026-05-03,496857.55515764933
2026-05-04,487565.0520047487
2026-05-05,477434.65973409486
2026-05-06,467306.4429344592
2026-05-07,445865.51422505954
2026-05-08,435181.3579138183
2026-05-09,426521.8287344956
2026-05-10,419124.5062305678
2026-05-11,412627.30540192546
2026-05-12,406816.1950002926
2026-05-13,401550.30289989227
2026-05-14,439255.9429954197
2026-05-15,440574.84468013037
2026-05-16,437333.4273413724
2026-05-17,432243.7023719889
2026-05-18,426450.28180046665
2026-05-19,420510.7406675775
2026-05-20,414704.01630404557
2026-05-21,405040.2114689341
2026-05-22,399263.3348518297
2026-05-23,394294.84509980713
2026-05-24,389858.2494426207
2026-05-25,385818.85179682204
2026-05-26,382094.9083187992
2026-05-27,378631.1586830805
2026-05-28,474615.4803783639
2026-05-29,485015.1014074674
2026-05-30,484199.18795048277
2026-05-31,478578.44849042763
2026-06-01,470889.33200324397
2026-06-02,462485.99123096035
2026-06-03,454062.9338331162
2026-06-04,436346.54332681146
2026-06-05,427437.086893886
2026-06-06,420177.1491910229
2026-06-07,413943.84931956505
2026-06-08,408442.14612239506
2026-06-09,403498.0588778199
2026-06-10,398997.3228085801
2026-06-11,509761.05386735447
2026-06-12,521505.5926029231
2026-06-13,520329.54194071284
2026-06-14,513643.06084689725
2026-06-15,504604.77003848285
2026-06-16,494774.8842819953
2026-06-17,484951.4269614187
2026-06-18,464391.0222862263
2026-06-19,454048.9709986746
2026-06-20,445634.0490939007
2026-06-21,438422.3085641505
2026-06-22,432069.8847605143
2026-06-23,426373.46424981195
2026-06-24,421199.18026715936
2026-06-25,449731.7036356937
2026-06-26,449855.7560139457
2026-06-27,446468.1542888103
2026-06-28,441683.82733671344
2026-06-29,436392.5687572373
2026-06-30,431025.85998902854
2026-07-01,425797.9543897426
2026-07-02,417583.10670706665
