title,T,n_events,D1,D7,D30,D180,rmse,base_per_day,stock,lam,k,p,c,tau,h,D180_restart_lo,D180_restart_hi,obj_restart_lo,obj_restart_hi,obj_rel_spread,n_restarts
PoE,1383,19,0.6276382378051557,0.5324069996928461,0.21956148534757813,0.009270952012029618,0.20513093933725446,0.0,342438.65429357387,27.42755890572668,1.230675216288859,0.3809042948006204,0.05,249.10110737745444,2.199998041454582,0.009270541932594936,0.009270965045416982,54.407762039581876,54.40776225880883,4.0293323340944154e-09,7
PoE2,578,4,0.9716720764368707,0.8036749517634451,0.3607583094785852,0.001152573070387905,0.3394770268720374,2070.311944899235,0.0,29.48647307848894,1.0611579177131163,0.0012253065196174322,0.05,19999.93622096067,2.200002345243951,0.0010912317344412457,0.0011538977902330878,66.61140872543899,66.61181429506371,6.088591015835099e-06,7
