title,T,n_events,D1,D7,D30,D180,rmse,base_per_day,stock,lam,k,p,c,tau,h,D180_restart_lo,D180_restart_hi,obj_restart_lo,obj_restart_hi,obj_rel_spread,n_restarts
WarThunder,1383,1,0.9588711047856529,0.8650066908812627,0.6930436499851798,0.3168989286512659,0.10637235079529259,2067.902172499514,339676.77481166593,144.7522156372345,0.6376609459619158,0.0001,0.05,2170.1100627997703,2.1999995370243477,0.03918589091821881,0.31696489043149045,14.630394578741157,14.929650746424045,0.02045441536605752,7
FF14,1383,4,0.9967687698502918,0.937740323479789,0.5417220378863181,5.5999032812728524e-05,0.1593770641038249,4096.937699183997,111499.30796504032,41.13775852737598,1.5504923183625419,0.0001,0.05,673.2880084795547,2.2000022488808413,5.5999032812728524e-05,5.7053868560012775e-05,32.84355579125107,32.843570879401994,4.59394561907734e-07,7
RimWorld,1383,1,0.9540630558784506,0.8103725776747953,0.5331765051828566,0.14410813661084612,0.146485186710502,1572.178733674081,0.0,45.00363632595364,0.7745666148343562,0.10097431467869195,1.0,3506.297683562421,2.2000008358521868,0.14399881652191263,0.511111241145329,27.745077533832003,31.368946446024825,0.13061303965627494,7
Warframe,1383,7,0.4577992066959941,0.3950954226334803,0.17203101223216974,0.046098163980669925,0.14625392326626518,11130.40230075693,301716.8153356225,24.98522344121662,1.3255599374880895,0.6,0.10581290382168482,562.3533491905381,2.1999994678289427,0.04609812726506728,0.046100421827061915,27.657541621518618,27.657541624805095,1.1882751234360853e-10,7
DbD,1383,6,0.3516015683134854,0.1578519659605762,0.057905944870887946,0.013554825758261444,0.16904745247710046,19808.79164855714,0.0,1.5200633506619023,0.3473304066708798,0.1875040267009796,0.05,19999.99999999998,2.2000000477610646,0.01332362981558767,0.013936294436277613,36.95011425737386,36.966303107565764,0.00043812720250713743,7
