D1,D7,D30,D180,h,p,dm,collab,wal,story,season
0.41869835158139196,0.22045312102394127,0.10629267145387654,0.03537226773086786,2.292691184579375,0.021579778650845,0.4590313816077409,719408.3070824182,275348.6494749836,171585.8691811844,124520.60061053804
0.42110308841954003,0.21301887479434078,0.09730543325567238,0.03200467590479692,2.1526353599471126,0.02358143710363329,0.44317251169190885,829017.9115118084,312443.6776028342,229831.89166577844,91682.12197801792
0.42388699849987344,0.2059019411374009,0.08821606801178451,0.02746347796230858,2.293649718993094,0.02163224713329826,0.4135805684380885,892573.422749078,280842.5240615797,163282.5682299895,177503.79842764567
0.4559708212328891,0.23808157526602328,0.11139752658361182,0.035458247663449474,1.9882333673248649,0.028257964016122173,0.4554568955499382,935467.0403560034,321214.0121130581,202144.41354300702,164199.42128509204
0.42256863640979864,0.21917005780770413,0.10290644572225094,0.03287125805459298,2.200723401188261,0.020791207158572945,0.4450554076296214,683382.5029879947,278141.44346673414,200244.0959093925,137321.03151795742
0.4461702255950809,0.2383515856869709,0.11773039831219563,0.03942058491744824,2.117232335373701,0.038789050630739653,0.4576726992618023,820645.3731813655,263368.8295362701,188582.46465626117,136222.05187579631
0.42691473931564183,0.21986197106988728,0.10250726472267212,0.033879348325241435,2.0597854475081814,0.02339222792076583,0.45026874247519444,788180.8789981934,284887.5093934472,194857.3225075417,156685.16926028236
0.4220872041609044,0.23793688619369463,0.12601327298347845,0.04634316958629219,2.1769128452926547,0.02255297322307083,0.5164638642097399,528082.0880437634,243676.76864990042,148456.48531684757,144859.70115437297
0.41442116664661577,0.22093884018221857,0.10936911854335803,0.038747217992579935,2.0664598087645114,0.024613811396192314,0.46908425094420847,794219.148427989,239482.58044645723,146616.2658072644,165360.66095497023
0.42092663587527474,0.22296706341959774,0.10802358517939604,0.03552128170001488,2.2950013156348223,0.020778626404083747,0.4566428759545747,648856.8939463419,258513.18911318012,169003.57001118956,144169.4227630736
0.41904174631468616,0.22456174451051636,0.11142205717969242,0.039073880285005684,2.2370770444213783,0.024001790099623797,0.4769020717689895,600249.339457296,247775.4671734905,156760.65943913747,105036.95505633007
0.42657883709120137,0.21705997757619477,0.09879253784914792,0.030680639746268702,2.118046468263566,0.020743401137390562,0.43152234792456307,1001953.7046638118,263805.4068388749,192307.58699006948,170326.55084557805
0.4300169859304503,0.21743295231763982,0.09857787451204433,0.03214509987367465,2.257544365751693,0.02383737007043324,0.4452794104232888,917998.7399427121,208677.7391125707,174001.09375920982,134611.3446414576
0.4258816193505718,0.22601849690293885,0.10949402984814205,0.03604436288972971,2.3569731309079844,0.02134981830803851,0.4610568830895595,743890.655551516,221982.1247704227,164607.49046569143,142384.10397960318
0.42807186544611125,0.20928440967881376,0.09035332756197409,0.028503708104917695,2.224799749588348,0.022467724556271693,0.4185465253397957,862740.1829894589,307248.6972363047,188111.09138490458,132843.53083422387
0.4460724812165323,0.22354698752554403,0.09974995223958535,0.03405635749718015,2.08878617087663,0.028206118445318774,0.46119909978315926,839707.5567674316,231185.9955446935,194636.40171479317,130269.14452708384
0.4206849989645302,0.2237134619347252,0.10949560625687545,0.037431475426499244,2.196902428193265,0.023047801948086998,0.4650258094019923,658729.6253620249,283073.4361215469,149923.89127894296,130813.42860614014
0.45159462149109153,0.23307217983027279,0.10687025627706051,0.03411481727690229,2.406866981902792,0.023595160727719944,0.4616607889158856,729013.9011704259,218162.75179111317,151303.81120379173,168027.27279300845
