title,T,n_events,D1,D7,D30,D180,rmse,base_per_day,stock,lam,k,p,c,tau,h,D180_restart_lo,D180_restart_hi,obj_restart_lo,obj_restart_hi,obj_rel_spread,n_restarts
PoE,1383,19,0.916732181108357,0.7368994094962912,0.28391262846575094,0.00815833424765383,0.20829200680361415,0.0,282523.9659571802,24.765174609659855,1.0911548501255912,0.06950121115028338,0.2,326.1574345389002,2.200000204166404,0.008059635220763776,0.00815833424765383,56.09752920707302,56.10243616391534,8.747188889917351e-05,3
PoE2,578,4,0.9719554256566528,0.8037542376374096,0.3608573415739992,0.0012933906723048146,0.3395033470993557,2024.198280272488,0.0,29.47703549048528,1.0604373952739525,0.001,0.2,5999.999999999995,2.1999929208757276,0.0011611534744849867,0.0015764848098589932,66.62173811703553,66.70242208150874,0.0012110756451816143,3
