D1,D7,D30,D180,lam,k,p,c,tau,h,base,rmse
0.7187882210371466,0.3705916608988793,0.12289857910728419,0.04351806618356888,6.185411328312143,0.5786131550889113,0.04416980920039548,1.0,5222.221013119244,2.114985049574437,0.0,0.13050365366800784
0.6945194364920604,0.37018668664223303,0.13889920599389638,0.04555460006766752,6.035455385896511,0.528684181583942,0.047324831567413975,1.0,1993.6874213913927,2.1160743066313437,151.78210916756876,0.13423135406013786
0.7514753947154955,0.4071536972123687,0.14465349074645414,0.0527027995879765,7.014204174124758,0.6049241982615803,0.062144724086702685,1.0,1003.9857243130117,2.1495439557777267,0.0,0.12796898599988543
0.7209513120397386,0.40507689241430916,0.1577059181074179,0.042869409027422846,7.46756076196443,0.5320982324216086,0.04017647019847445,0.9925814154511032,5971.987748951071,2.142317907977157,3.601661245499995,0.12918662061593894
0.759865040100858,0.42149098130794416,0.1448574482015209,0.04556319561200796,8.010965648991455,0.6147297268614553,0.056884053557719985,0.8060639849478841,5947.972548073828,2.150118938024084,0.0,0.1396612459816826
0.609375133435447,0.37881333629037,0.20093634706815242,0.05118517454729377,7.590959447515501,0.34596405667801466,0.001,1.0,3935.9956097811864,2.0820470653662664,0.0,0.14105386438401574
0.7361460820414364,0.3914255700742587,0.13331743536286134,0.04568282786155578,6.815915416274163,0.5875973744292637,0.04602844939001462,0.9999919902426715,5999.999999999995,2.1496898057517644,0.0,0.13413123582519787
0.7404415891894408,0.400373449823954,0.137591674315032,0.04181854394464019,7.2327122724758,0.5849179614833395,0.04316334886978147,0.9658305811181185,5998.397930400231,2.112364098372685,64.38120855375003,0.12802714596984074
0.6415366940847331,0.3998004251299916,0.20674355358455168,0.04673961430821642,8.79776512802118,0.372924198551021,0.001,1.0,2445.0228042421204,2.0436044119682153,0.0,0.13907878594141745
0.7395399513857208,0.3995320273203657,0.14076030888937408,0.04788604345595623,7.016679028068162,0.5845111815501498,0.04949056643780131,0.9998925527853231,3075.0432394996988,2.077439824696838,0.0,0.13755643059422712
0.6806801807039019,0.36862097101086244,0.14390326159154154,0.04244173675971149,6.084482306028388,0.5010449367306431,0.04049295463276069,1.0,3316.3078372391888,2.10552645973703,0.0,0.13107951425231415
0.7583148128567961,0.4215657781519884,0.14605822387743223,0.04490276442929852,8.033837580778767,0.609702005181425,0.05553338703391025,0.8106916515849525,5999.223716432342,2.105375572362969,239.3958821510056,0.12965771019291433
0.7137705301537219,0.3593070622282372,0.11737137585122272,0.0465396616187039,5.768923350460158,0.5859257327451385,0.04921476667617177,1.0,2679.7439891439985,2.0667295629086606,0.0,0.12748373150230036
0.709982065257888,0.36568078709600754,0.12404781165086816,0.04601334073671783,6.010526217282137,0.5717869777912536,0.0511153134868631,0.920679520196563,4307.874589437135,2.0841420769065966,0.0,0.1258791976354865
