D1,D7,D30,D180,lam,k,p,c,tau,h,base,rmse
0.7249097007762338,0.41191452668912915,0.16568993225782797,0.05046732568765518,7.544478320061277,0.5325928201058104,0.047644827968771494,1.0,5999.295060943069,2.1294646992578397,0.0,0.12850809789740933
0.7201474501482275,0.42345265655464337,0.18729267098853472,0.05726390174587846,7.737099209717128,0.5079882125015207,0.060835185402975916,0.9998107346635949,976.5990338924803,2.132033309901219,1.4179387634716456,0.12272490493648351
0.7438666514204314,0.43537652193951315,0.1779897906163522,0.050535735737927946,8.618442396417018,0.5468221546727869,0.051865087883262814,0.90704650307952,5999.284448291096,2.128590621515988,3.03577579307778,0.13062137408648197
0.7589098610255494,0.4635717407916288,0.2034321883105789,0.05587964198431643,9.710506740470597,0.550388725342799,0.07059035100430369,0.8623221503358013,873.8868466848015,2.1558556914490294,0.0,0.12290829124595964
0.7746121119905733,0.434153960400098,0.1544003394901345,0.053838594714116096,8.048126290156015,0.6226522864695307,0.05825878817927084,0.992901750669648,2019.0304004654413,2.148850742057843,0.0,0.133016387172424
0.7115754023642049,0.4151302932401838,0.1802749381791577,0.05262400926121086,7.7420476654194275,0.4985433689462597,0.047045976402955325,1.0,3645.4475286039565,2.123201285443974,0.0,0.12867297872718803
0.7341574918531343,0.4197546204243811,0.16900999447793186,0.05287998612134641,7.763667221620114,0.5428228240232822,0.051179270684243966,1.0,4209.039829332215,2.148268609239553,0.0,0.12455828763487353
0.7202280597760309,0.41820267542604944,0.1761760008406136,0.049164970871918894,7.946159749034935,0.5120953050865045,0.04372582019344359,0.9979591024926164,5969.386051058853,2.142298246439559,0.0,0.1309327049340943
0.7264014471436985,0.4197063055078041,0.17383325741274444,0.05054951904012127,7.915393914593549,0.5241506356087109,0.046346586382436536,1.0,5999.908142538707,2.1418634245658943,0.0,0.1353702442819937
0.7505167264933851,0.4306697617028152,0.1714456028215614,0.05407747085591459,7.92804881752203,0.5673791049086221,0.06145081447025347,0.9999938978989513,1014.0806579159348,2.127375212996506,0.0,0.1327198233320644
0.705072203847365,0.3994519143902444,0.16723251723441615,0.05187772409775979,6.905030729416303,0.5094376786331152,0.054255613509010966,1.0,1251.98071314415,2.120941632751218,0.0,0.13524696056963037
0.6750957506617168,0.4319699658059098,0.2287040669780449,0.0556937919055361,10.596531764389427,0.39154392743348254,0.008084627887992413,1.0,5745.475177712011,2.0865606321463277,0.0,0.12029521431089144
0.7226858409751715,0.4245078704526214,0.18124089710094798,0.046763082059473327,8.353106985115753,0.5073021621447558,0.039726270264307376,0.9983797344910386,5718.162576607099,2.063328313001911,0.0,0.1295178941839386
0.7089343586486322,0.4177608487718523,0.18517857046781128,0.051349919809404024,7.879005367934537,0.49394856743138493,0.05488456136819603,0.9124464693094299,1123.8825272166655,2.1228276285260463,197.88784921959729,0.12666704142764793
0.7458245485340284,0.43047182713921434,0.17349016941101303,0.053557153569940334,8.098622201165655,0.5549962895972702,0.05487517318495873,1.0,1947.7650149039882,2.122730173774242,0.0,0.12072592465346645
0.716965930050205,0.4225093975883332,0.1851389302342799,0.05317297026221039,8.119163173853375,0.4999839912404057,0.04683152696224416,0.9807993464919365,5999.999999999995,2.166567251768517,0.0,0.1347885591759963
0.6794180454130077,0.4417661505763142,0.23949886634336173,0.05854823415828545,11.784819472441292,0.38479870914583514,0.0011053816585613338,0.9999745306812562,3320.053127013401,2.170148720712839,0.0,0.12533395488437205
0.736498365703344,0.4204775224704224,0.1668105838566598,0.04998566277334611,7.876556579059696,0.5462410619861566,0.04760072198163948,1.0,5975.767931433472,2.152766667039968,0.0,0.1299482797131948
0.736419092287751,0.4176143416219521,0.16374362096867112,0.050202150533386954,7.722319957576075,0.5505762800970608,0.04889065240288795,0.9999986556879583,4318.489948356684,2.14246909737004,78.13729981355367,0.12018767435691534
0.7467042441392855,0.43139995134003384,0.1730505806303428,0.05192660137132487,8.206625970138587,0.555058154473441,0.05210003234529363,1.0,2342.3854165188327,2.1349146803554593,0.0,0.13168950517462152
0.7158008537926254,0.4209606529253799,0.184334515090807,0.05245892447480273,8.011081116126734,0.4990201487750249,0.04683310539443096,0.9999985240724331,2894.759042492205,2.1466686953976843,0.186753520813961,0.13608674139955185
0.6819846636359579,0.447184570126755,0.2459671341400351,0.06244527830579471,12.314685251900322,0.3821310588464284,0.001,0.9237826956629434,5987.3558274776315,2.149241718872596,0.0,0.13455983866909232
0.7480331234981609,0.4324472264203484,0.17092502968904183,0.04728361061107985,8.441524599021502,0.5549294071304886,0.04454766722138279,1.0,5999.999999999995,2.151891518710279,0.0,0.12844331948457727
0.7532887332206616,0.4313486891139655,0.1726637060534765,0.0553853388231104,7.705535370572202,0.5755580443749275,0.07204818029824844,0.9985924297468065,602.6755990292546,2.166431159269325,0.0,0.13662080611673075
