beta,D1,D7,D30,D180,rmse,h,lam,k,p,c,tau,f_share_proxy,total_act_M,ratio,n_restarts,obj_restart_lo,obj_restart_hi,obj_rel_spread,D180_restart_lo,D180_restart_hi
0.0,0.41896195314760054,0.2122806619143175,0.0976043203216064,0.03267942007966636,0.13045560382655233,2.1280734395368492,1.405819253686186,0.3062167267661506,0.021526216773452754,1.0,5999.999999999995,0.0,11.918174817966419,0.4499841277209135,3,21.030853945192412,21.031977300684765,5.341463999897802e-05,0.03267942007966636,0.032795083764743986
